customer_id,date_of_customer_visit,number_of_days_to_deliver_Product,fiter_Name,glass_distributor_name,time_spend_by_customer_in_shop
5195,2025-02-03,3,"Fitter 3","Distributor 1",16
5196,2025-06-10,1,"Fitter 3","Distributor 3",49
5197,2025-09-14,3,"Fitter 1","Distributor 3",19
5198,2025-10-01,2,"Fitter 2","Distributor 1",22
5199,2025-11-17,6,"Fitter 1","Distributor 3",21
5202,2025-02-27,6,"Fitter 1","Distributor 2",46
5203,2025-06-17,7,"Fitter 1","Distributor 2",33
5205,2025-01-12,7,"Fitter 2","Distributor 2",13
5212,2025-01-18,5,"Fitter 3","Distributor 2",13
5215,2025-12-07,6,"Fitter 1","Distributor 1",35
5216,2025-04-05,2,"Fitter 3","Distributor 2",44
5221,2025-09-23,3,"Fitter 5","Distributor 3",38
5222,2025-03-30,5,"Fitter 2","Distributor 1",37
5223,2025-06-22,4,"Fitter 5","Distributor 3",11
5224,2025-08-27,1,"Fitter 1","Distributor 2",47
5225,2025-08-03,5,"Fitter 3","Distributor 2",46
5226,2025-03-16,1,"Fitter 1","Distributor 1",26
5229,2025-12-04,3,"Fitter 4","Distributor 3",12
5230,2025-03-29,6,"Fitter 3","Distributor 2",49
5232,2025-07-22,5,"Fitter 3","Distributor 3",20
5233,2025-01-17,2,"Fitter 5","Distributor 2",20
5237,2025-04-14,1,"Fitter 3","Distributor 1",50
5238,2025-07-07,3,"Fitter 4","Distributor 1",24
5244,2025-03-12,7,"Fitter 4","Distributor 2",44
5247,2025-07-18,3,"Fitter 3","Distributor 1",31
5250,2025-05-18,6,"Fitter 1","Distributor 1",30
5251,2025-06-01,5,"Fitter 3","Distributor 1",21
5254,2025-05-29,6,"Fitter 1","Distributor 2",29
5259,2025-11-30,7,"Fitter 2","Distributor 3",46
5263,2025-07-07,2,"Fitter 2","Distributor 2",39
5265,2025-09-13,4,"Fitter 3","Distributor 2",23
5269,2025-10-23,1,"Fitter 3","Distributor 2",40
5271,2025-02-13,7,"Fitter 4","Distributor 3",24
5272,2025-06-06,2,"Fitter 2","Distributor 2",19
5273,2025-08-30,2,"Fitter 4","Distributor 3",41
5275,2025-11-09,5,"Fitter 4","Distributor 1",40
5276,2025-12-25,3,"Fitter 2","Distributor 1",46
5277,2025-09-05,3,"Fitter 5","Distributor 3",34
5278,2025-02-15,1,"Fitter 4","Distributor 3",41
5281,2025-04-26,5,"Fitter 3","Distributor 1",34
5282,2025-09-25,5,"Fitter 1","Distributor 1",13
5283,2025-12-20,5,"Fitter 3","Distributor 1",20
5284,2025-07-23,6,"Fitter 2","Distributor 2",12
5286,2025-11-10,5,"Fitter 2","Distributor 1",33
5287,2025-11-08,2,"Fitter 1","Distributor 3",11
5288,2025-07-31,2,"Fitter 1","Distributor 2",30
5289,2025-05-25,7,"Fitter 4","Distributor 1",36
5290,2025-11-03,6,"Fitter 1","Distributor 1",50
5292,2025-05-04,2,"Fitter 1","Distributor 3",32
5295,2025-11-23,2,"Fitter 1","Distributor 3",22
5300,2025-11-10,7,"Fitter 4","Distributor 2",35
5301,2025-12-20,7,"Fitter 2","Distributor 1",45
5304,2025-04-17,1,"Fitter 1","Distributor 2",33
5305,2025-05-07,3,"Fitter 4","Distributor 1",25
5306,2025-02-06,3,"Fitter 4","Distributor 1",10
5308,2025-05-27,7,"Fitter 1","Distributor 1",19
5309,2025-10-21,2,"Fitter 2","Distributor 3",37
5310,2025-02-01,7,"Fitter 1","Distributor 2",45
5312,2025-11-11,2,"Fitter 1","Distributor 1",15
5314,2025-04-02,1,"Fitter 4","Distributor 2",22
5315,2025-12-24,1,"Fitter 4","Distributor 1",24
5318,2025-01-19,7,"Fitter 1","Distributor 2",17
5320,2025-03-18,2,"Fitter 2","Distributor 2",19
5321,2026-01-02,3,"Fitter 4","Distributor 3",37
5323,2025-03-05,6,"Fitter 5","Distributor 2",11
5326,2025-08-22,4,"Fitter 3","Distributor 3",46
5329,2025-01-30,2,"Fitter 1","Distributor 2",40
5331,2025-06-29,6,"Fitter 3","Distributor 2",49
5332,2025-04-02,4,"Fitter 5","Distributor 2",45
5333,2025-11-10,3,"Fitter 1","Distributor 1",44
5335,2025-06-18,1,"Fitter 3","Distributor 2",38
5338,2025-10-06,6,"Fitter 5","Distributor 2",12
5340,2025-11-29,5,"Fitter 4","Distributor 1",40
5341,2025-03-27,4,"Fitter 3","Distributor 1",33
5342,2025-01-21,7,"Fitter 5","Distributor 2",39
5345,2025-05-13,1,"Fitter 5","Distributor 3",12
5347,2025-05-25,6,"Fitter 4","Distributor 2",10
5348,2025-05-21,6,"Fitter 3","Distributor 3",22
5355,2025-03-28,2,"Fitter 3","Distributor 3",42
5356,2025-07-02,5,"Fitter 1","Distributor 1",15
5357,2025-11-22,7,"Fitter 2","Distributor 1",47
5358,2025-03-04,3,"Fitter 2","Distributor 1",50
5359,2025-06-22,7,"Fitter 3","Distributor 1",42
5362,2025-06-09,5,"Fitter 2","Distributor 2",24
5363,2025-07-26,6,"Fitter 3","Distributor 2",37
5365,2025-03-31,7,"Fitter 3","Distributor 2",42
5368,2025-03-20,5,"Fitter 5","Distributor 3",40
5370,2025-12-30,2,"Fitter 4","Distributor 2",15
5371,2025-06-04,5,"Fitter 1","Distributor 2",30
5377,2025-08-24,5,"Fitter 2","Distributor 1",22
5378,2025-06-03,4,"Fitter 2","Distributor 2",46
5379,2025-05-31,7,"Fitter 4","Distributor 1",39
5380,2025-11-01,6,"Fitter 1","Distributor 2",48
5381,2025-06-07,1,"Fitter 4","Distributor 2",14
5382,2025-06-25,1,"Fitter 4","Distributor 2",33
5383,2025-12-28,4,"Fitter 1","Distributor 3",44
5385,2025-05-20,2,"Fitter 2","Distributor 1",37
5386,2025-04-17,1,"Fitter 5","Distributor 2",43
5387,2025-01-13,7,"Fitter 4","Distributor 3",17
5389,2025-02-07,1,"Fitter 3","Distributor 3",18
5391,2025-11-27,6,"Fitter 1","Distributor 2",15
5392,2025-09-21,5,"Fitter 5","Distributor 1",46
5396,2025-08-16,2,"Fitter 3","Distributor 1",34
5397,2025-10-12,1,"Fitter 1","Distributor 3",23
5401,2025-08-11,6,"Fitter 5","Distributor 1",26
5404,2025-01-25,1,"Fitter 5","Distributor 2",25
5408,2025-08-17,2,"Fitter 2","Distributor 1",35
5409,2025-09-30,1,"Fitter 1","Distributor 2",39
5410,2025-11-08,1,"Fitter 3","Distributor 3",19
5411,2025-01-18,2,"Fitter 5","Distributor 2",13
5412,2025-05-13,5,"Fitter 5","Distributor 2",41
5416,2025-07-11,7,"Fitter 1","Distributor 2",21
5417,2025-06-01,2,"Fitter 1","Distributor 3",28
5418,2025-02-16,5,"Fitter 2","Distributor 2",42
5420,2025-02-27,2,"Fitter 2","Distributor 1",48
5423,2025-10-16,1,"Fitter 3","Distributor 3",19
5427,2025-07-19,5,"Fitter 2","Distributor 1",25
5428,2025-10-19,5,"Fitter 5","Distributor 1",15
5430,2025-09-02,2,"Fitter 5","Distributor 2",34
5434,2025-07-14,7,"Fitter 2","Distributor 1",22
5436,2025-09-18,3,"Fitter 1","Distributor 2",39
5437,2025-09-08,4,"Fitter 3","Distributor 2",48
5438,2025-09-08,1,"Fitter 5","Distributor 3",31
5446,2025-06-09,6,"Fitter 1","Distributor 2",29
5449,2025-02-15,5,"Fitter 3","Distributor 1",19
5450,2025-01-13,3,"Fitter 5","Distributor 1",11
5451,2025-12-17,3,"Fitter 2","Distributor 1",37
5452,2025-03-20,7,"Fitter 5","Distributor 1",36
5455,2025-11-16,3,"Fitter 3","Distributor 3",12
5457,2025-05-19,6,"Fitter 3","Distributor 2",29
5463,2025-03-06,7,"Fitter 3","Distributor 3",42
5465,2025-05-04,7,"Fitter 1","Distributor 1",49
5467,2025-12-10,7,"Fitter 5","Distributor 3",24
5468,2025-09-23,2,"Fitter 5","Distributor 1",13
5472,2025-09-13,7,"Fitter 3","Distributor 2",41
5474,2025-08-27,6,"Fitter 1","Distributor 2",27
5475,2025-07-02,5,"Fitter 1","Distributor 1",46
5476,2025-02-04,1,"Fitter 1","Distributor 3",28
5479,2025-11-30,5,"Fitter 1","Distributor 3",11
5480,2025-02-03,1,"Fitter 4","Distributor 2",44
5481,2025-11-02,4,"Fitter 2","Distributor 1",41
5486,2025-12-14,3,"Fitter 1","Distributor 2",11
5487,2025-03-19,2,"Fitter 5","Distributor 1",48
5489,2025-04-05,2,"Fitter 2","Distributor 3",13
5492,2025-09-15,1,"Fitter 5","Distributor 1",46
5493,2025-06-17,5,"Fitter 1","Distributor 3",35
5494,2026-01-06,1,"Fitter 3","Distributor 1",13
5495,2025-11-23,4,"Fitter 3","Distributor 3",29
5497,2025-02-24,1,"Fitter 4","Distributor 3",24
5498,2025-07-29,4,"Fitter 4","Distributor 1",25
5499,2025-12-28,4,"Fitter 4","Distributor 2",43
5500,2025-05-14,1,"Fitter 1","Distributor 2",22
5502,2025-05-13,7,"Fitter 3","Distributor 2",43
5505,2025-09-12,7,"Fitter 4","Distributor 3",14
5506,2025-12-06,6,"Fitter 1","Distributor 2",49
5507,2025-03-11,7,"Fitter 1","Distributor 3",50
5509,2025-01-12,2,"Fitter 2","Distributor 2",41
5513,2025-11-01,6,"Fitter 2","Distributor 2",35
5515,2025-02-27,5,"Fitter 4","Distributor 3",24
5517,2025-12-31,3,"Fitter 3","Distributor 1",47
5520,2025-02-27,7,"Fitter 1","Distributor 1",22
5527,2026-01-11,1,"Fitter 4","Distributor 3",31
5529,2025-06-30,7,"Fitter 3","Distributor 2",37
5536,2025-05-17,6,"Fitter 5","Distributor 2",39
5537,2025-06-29,4,"Fitter 2","Distributor 1",29
5538,2025-04-23,7,"Fitter 2","Distributor 1",16
5540,2025-09-28,6,"Fitter 5","Distributor 3",34
5541,2025-12-24,2,"Fitter 1","Distributor 2",41
5544,2025-09-17,3,"Fitter 2","Distributor 3",32
5548,2025-05-11,3,"Fitter 1","Distributor 2",28
5549,2025-03-19,6,"Fitter 2","Distributor 1",12
5552,2025-04-04,1,"Fitter 4","Distributor 2",50
5554,2025-06-06,2,"Fitter 2","Distributor 2",30
5556,2025-12-27,7,"Fitter 3","Distributor 1",38
5558,2025-10-30,4,"Fitter 1","Distributor 3",36
5559,2025-05-25,3,"Fitter 2","Distributor 2",38
5561,2025-02-01,2,"Fitter 5","Distributor 2",17
5562,2025-11-10,6,"Fitter 2","Distributor 2",37
5564,2025-12-20,1,"Fitter 4","Distributor 3",41
5565,2025-09-24,6,"Fitter 5","Distributor 2",50
5568,2025-10-09,1,"Fitter 5","Distributor 2",38
5573,2025-06-13,5,"Fitter 3","Distributor 1",22
5575,2025-12-23,7,"Fitter 2","Distributor 2",35
5577,2025-07-27,1,"Fitter 4","Distributor 1",36
5578,2025-11-19,1,"Fitter 1","Distributor 1",32
5581,2025-05-11,7,"Fitter 3","Distributor 3",21
5582,2025-01-27,4,"Fitter 4","Distributor 3",14
5586,2025-09-03,6,"Fitter 3","Distributor 1",47
5588,2025-01-19,1,"Fitter 4","Distributor 1",42
5591,2025-02-13,3,"Fitter 2","Distributor 3",25
5595,2025-07-20,2,"Fitter 5","Distributor 3",22
5599,2025-10-21,7,"Fitter 1","Distributor 2",13
5600,2025-11-23,6,"Fitter 5","Distributor 1",27
5602,2025-06-02,5,"Fitter 3","Distributor 1",34
5604,2025-01-22,2,"Fitter 1","Distributor 1",48
5606,2025-05-11,1,"Fitter 4","Distributor 2",17
5607,2025-05-13,3,"Fitter 2","Distributor 2",28
5608,2025-04-20,6,"Fitter 3","Distributor 1",26
5611,2025-06-02,1,"Fitter 1","Distributor 3",26
5616,2025-07-08,7,"Fitter 2","Distributor 3",19
5618,2025-08-17,4,"Fitter 1","Distributor 2",40
5619,2025-06-07,6,"Fitter 3","Distributor 2",50
5622,2025-12-10,7,"Fitter 1","Distributor 3",36
5623,2025-03-08,5,"Fitter 4","Distributor 1",21
5624,2025-04-07,2,"Fitter 5","Distributor 2",12
5625,2025-05-27,5,"Fitter 2","Distributor 3",14
5626,2025-02-16,1,"Fitter 3","Distributor 1",29
5627,2025-04-23,4,"Fitter 5","Distributor 3",29
5628,2025-10-04,3,"Fitter 4","Distributor 3",43
5629,2025-12-05,2,"Fitter 4","Distributor 3",36
5630,2025-10-06,4,"Fitter 3","Distributor 1",22
5632,2025-04-24,7,"Fitter 5","Distributor 3",19
5633,2025-05-10,6,"Fitter 1","Distributor 3",37
5634,2025-12-24,7,"Fitter 1","Distributor 3",29
5636,2025-02-11,2,"Fitter 5","Distributor 2",29
5637,2025-09-05,7,"Fitter 2","Distributor 3",50
5640,2025-09-26,6,"Fitter 4","Distributor 3",39
5644,2025-03-11,1,"Fitter 2","Distributor 1",35
5646,2025-03-19,5,"Fitter 5","Distributor 2",31
5647,2025-09-21,3,"Fitter 3","Distributor 2",11
5650,2025-11-07,6,"Fitter 4","Distributor 1",22
5651,2025-05-05,5,"Fitter 2","Distributor 1",31
5652,2025-08-01,2,"Fitter 1","Distributor 1",43
5653,2025-12-01,5,"Fitter 3","Distributor 3",21
5656,2025-03-22,7,"Fitter 3","Distributor 1",43
5658,2025-05-01,7,"Fitter 3","Distributor 2",30
5659,2025-01-26,4,"Fitter 3","Distributor 2",31
5662,2025-05-26,1,"Fitter 5","Distributor 3",30
5665,2025-11-15,5,"Fitter 1","Distributor 1",44
5666,2025-03-05,3,"Fitter 3","Distributor 3",16
5668,2025-11-27,4,"Fitter 2","Distributor 3",11
5669,2025-12-14,6,"Fitter 3","Distributor 1",30
5671,2025-07-12,3,"Fitter 2","Distributor 3",50
5672,2025-02-19,6,"Fitter 2","Distributor 2",12
5673,2025-11-03,5,"Fitter 1","Distributor 3",35
5674,2025-05-15,7,"Fitter 4","Distributor 3",44
5675,2025-05-30,7,"Fitter 5","Distributor 2",38
5676,2025-03-03,2,"Fitter 3","Distributor 2",20
5677,2025-03-07,6,"Fitter 2","Distributor 2",41
5679,2025-07-14,6,"Fitter 2","Distributor 3",11
5680,2025-05-16,6,"Fitter 5","Distributor 2",30
5683,2025-03-25,6,"Fitter 3","Distributor 3",12
5686,2025-08-06,6,"Fitter 2","Distributor 3",35
5687,2025-02-15,3,"Fitter 2","Distributor 3",38
5688,2025-10-03,1,"Fitter 4","Distributor 1",37
5689,2025-10-09,2,"Fitter 2","Distributor 2",31
5690,2025-08-08,5,"Fitter 5","Distributor 1",12
5692,2025-09-21,4,"Fitter 2","Distributor 1",39
5696,2025-10-14,2,"Fitter 5","Distributor 2",42
5698,2025-01-27,4,"Fitter 1","Distributor 3",28
5700,2025-02-13,5,"Fitter 3","Distributor 2",27
5701,2025-05-13,2,"Fitter 5","Distributor 2",41
5704,2025-05-21,6,"Fitter 4","Distributor 1",47
5705,2025-02-15,3,"Fitter 2","Distributor 1",34
5707,2025-03-18,7,"Fitter 1","Distributor 2",18
5714,2025-10-02,7,"Fitter 1","Distributor 2",33
5717,2025-08-10,2,"Fitter 2","Distributor 3",30
5721,2025-07-13,2,"Fitter 5","Distributor 1",35
5723,2025-10-28,5,"Fitter 2","Distributor 2",36
5726,2025-04-18,7,"Fitter 4","Distributor 1",41
5736,2025-04-22,5,"Fitter 4","Distributor 3",24
5737,2025-11-27,7,"Fitter 1","Distributor 2",41
5740,2025-09-14,1,"Fitter 4","Distributor 3",44
5743,2025-10-18,5,"Fitter 4","Distributor 1",11
5745,2025-01-16,7,"Fitter 1","Distributor 3",39
5747,2025-02-21,6,"Fitter 2","Distributor 1",13
5749,2025-06-03,2,"Fitter 2","Distributor 3",50
5752,2025-12-13,4,"Fitter 1","Distributor 2",16
5758,2025-11-12,3,"Fitter 4","Distributor 1",29
5759,2025-06-06,5,"Fitter 2","Distributor 3",14
5763,2025-10-17,3,"Fitter 3","Distributor 2",23
5764,2025-02-23,6,"Fitter 2","Distributor 3",10
5765,2025-01-16,5,"Fitter 1","Distributor 2",26
5766,2026-01-03,7,"Fitter 3","Distributor 3",44
5768,2025-10-31,7,"Fitter 1","Distributor 1",40
5769,2025-07-02,4,"Fitter 4","Distributor 3",45
5770,2025-05-03,5,"Fitter 5","Distributor 2",34
5771,2025-07-26,6,"Fitter 4","Distributor 2",27
5776,2025-03-21,7,"Fitter 4","Distributor 3",32
5777,2025-09-11,6,"Fitter 3","Distributor 3",38
5778,2025-03-13,5,"Fitter 5","Distributor 2",31
5779,2025-07-01,6,"Fitter 5","Distributor 1",50
5780,2025-03-15,5,"Fitter 5","Distributor 1",12
5784,2025-08-23,3,"Fitter 3","Distributor 3",45
5787,2025-10-19,4,"Fitter 2","Distributor 3",20
5788,2025-08-20,3,"Fitter 1","Distributor 3",16
5789,2025-10-22,7,"Fitter 1","Distributor 2",29
5794,2025-03-07,3,"Fitter 1","Distributor 3",27
5795,2025-04-27,5,"Fitter 1","Distributor 2",49
5796,2025-11-12,4,"Fitter 1","Distributor 1",40
5797,2025-03-09,4,"Fitter 1","Distributor 1",11
5798,2025-05-19,1,"Fitter 3","Distributor 3",46
5801,2025-12-15,2,"Fitter 2","Distributor 3",45
5802,2026-01-10,5,"Fitter 3","Distributor 1",30
5803,2025-03-11,4,"Fitter 5","Distributor 1",15
5805,2025-12-09,4,"Fitter 4","Distributor 3",38
5813,2025-09-06,1,"Fitter 1","Distributor 1",43
5817,2025-03-23,6,"Fitter 4","Distributor 1",15
5819,2025-04-14,2,"Fitter 4","Distributor 3",45
5822,2025-12-20,1,"Fitter 1","Distributor 1",14
5823,2025-01-23,7,"Fitter 3","Distributor 2",48
5827,2025-12-30,7,"Fitter 2","Distributor 3",17
5830,2025-11-10,3,"Fitter 4","Distributor 1",13
5831,2025-10-21,7,"Fitter 2","Distributor 2",36
5833,2025-12-19,6,"Fitter 3","Distributor 2",45
5834,2025-01-16,1,"Fitter 4","Distributor 2",25
5835,2025-04-12,4,"Fitter 1","Distributor 2",20
5838,2025-05-29,2,"Fitter 2","Distributor 3",12
5842,2025-10-11,6,"Fitter 1","Distributor 3",47
5845,2025-02-25,4,"Fitter 2","Distributor 2",29
5848,2025-05-31,7,"Fitter 1","Distributor 1",24
5851,2025-03-10,3,"Fitter 2","Distributor 2",48
5852,2025-07-30,6,"Fitter 3","Distributor 1",26
5857,2025-11-05,5,"Fitter 5","Distributor 2",38
5858,2025-10-22,4,"Fitter 5","Distributor 1",50
5859,2026-01-11,7,"Fitter 5","Distributor 1",23
5861,2025-11-17,2,"Fitter 4","Distributor 2",50
5864,2025-03-07,2,"Fitter 3","Distributor 1",43
5866,2025-07-23,1,"Fitter 2","Distributor 3",23
5872,2025-10-29,7,"Fitter 5","Distributor 3",22
5875,2025-07-02,6,"Fitter 2","Distributor 2",25
5877,2025-10-31,4,"Fitter 5","Distributor 1",36
5879,2025-07-08,3,"Fitter 1","Distributor 3",40
5881,2025-02-07,5,"Fitter 1","Distributor 1",34
5883,2025-07-10,5,"Fitter 2","Distributor 1",50
5884,2025-07-24,3,"Fitter 1","Distributor 1",44
5885,2025-07-05,3,"Fitter 3","Distributor 1",18
5887,2025-09-18,4,"Fitter 3","Distributor 3",21
5891,2025-06-16,7,"Fitter 3","Distributor 1",14
5892,2025-07-05,3,"Fitter 5","Distributor 2",18
5894,2025-10-03,2,"Fitter 4","Distributor 1",23
5896,2025-10-30,1,"Fitter 2","Distributor 1",23
5897,2025-10-11,6,"Fitter 2","Distributor 2",39
5900,2025-10-12,2,"Fitter 3","Distributor 3",16
5901,2025-05-29,2,"Fitter 4","Distributor 3",15
5905,2025-02-24,4,"Fitter 5","Distributor 3",41
5906,2025-09-03,7,"Fitter 2","Distributor 2",30
5908,2025-05-12,1,"Fitter 5","Distributor 2",15
5915,2025-03-05,7,"Fitter 4","Distributor 2",22
5916,2025-03-18,4,"Fitter 2","Distributor 1",33
5919,2025-10-03,3,"Fitter 2","Distributor 1",39
5920,2025-03-25,6,"Fitter 4","Distributor 3",17
5921,2025-12-20,1,"Fitter 4","Distributor 1",35
5922,2025-10-29,2,"Fitter 4","Distributor 1",39
5923,2025-09-09,5,"Fitter 5","Distributor 1",15
5924,2025-02-02,3,"Fitter 3","Distributor 2",28
5925,2025-12-22,6,"Fitter 1","Distributor 3",36
5930,2025-03-09,7,"Fitter 1","Distributor 2",16
5931,2025-11-21,5,"Fitter 2","Distributor 2",34
5935,2025-10-07,2,"Fitter 3","Distributor 2",10
5936,2025-04-27,3,"Fitter 5","Distributor 1",28
5940,2025-05-01,6,"Fitter 5","Distributor 2",22
5942,2025-05-15,5,"Fitter 4","Distributor 3",30
5943,2025-01-13,6,"Fitter 5","Distributor 1",42
5950,2025-11-17,4,"Fitter 3","Distributor 3",38
5955,2025-10-17,4,"Fitter 3","Distributor 2",13
5956,2025-07-14,4,"Fitter 3","Distributor 3",10
5957,2025-08-01,6,"Fitter 5","Distributor 1",18
5958,2025-05-02,7,"Fitter 1","Distributor 1",39
5959,2025-06-17,1,"Fitter 1","Distributor 1",37
5961,2025-12-29,3,"Fitter 4","Distributor 2",11
5963,2025-05-29,5,"Fitter 2","Distributor 3",25
5965,2025-04-01,1,"Fitter 5","Distributor 1",17
5968,2025-05-20,2,"Fitter 4","Distributor 2",43
5971,2025-06-13,7,"Fitter 3","Distributor 3",32
5974,2025-02-13,3,"Fitter 5","Distributor 2",29
5975,2025-11-16,1,"Fitter 2","Distributor 2",22
5978,2025-04-16,6,"Fitter 2","Distributor 1",45
5983,2025-07-12,4,"Fitter 1","Distributor 2",48
5984,2025-10-05,2,"Fitter 1","Distributor 2",10
5987,2025-08-17,7,"Fitter 5","Distributor 2",40
5989,2025-03-17,3,"Fitter 5","Distributor 1",24
5990,2025-10-24,7,"Fitter 1","Distributor 2",19
5992,2025-01-15,5,"Fitter 4","Distributor 2",43
5994,2025-03-13,2,"Fitter 4","Distributor 1",34
5995,2025-05-14,1,"Fitter 4","Distributor 2",21
5997,2025-10-23,1,"Fitter 2","Distributor 2",24
5999,2025-05-09,2,"Fitter 5","Distributor 2",28
6000,2025-07-10,5,"Fitter 2","Distributor 2",23
6003,2025-07-01,3,"Fitter 5","Distributor 1",49
6011,2025-07-22,5,"Fitter 4","Distributor 1",39
6012,2025-05-04,4,"Fitter 3","Distributor 1",44
6013,2025-02-17,4,"Fitter 3","Distributor 3",49
6017,2025-02-01,1,"Fitter 4","Distributor 1",34
6019,2025-02-10,4,"Fitter 3","Distributor 2",45
6023,2025-03-29,3,"Fitter 3","Distributor 1",32
6024,2025-03-30,6,"Fitter 5","Distributor 2",17
6026,2025-02-27,7,"Fitter 3","Distributor 2",11
6035,2025-01-27,5,"Fitter 3","Distributor 3",21
6038,2025-06-21,1,"Fitter 2","Distributor 3",32
6040,2025-03-04,3,"Fitter 1","Distributor 3",18
6042,2025-11-28,3,"Fitter 4","Distributor 2",20
6044,2025-10-22,2,"Fitter 3","Distributor 1",12
6045,2025-04-30,3,"Fitter 1","Distributor 1",14
6048,2025-09-13,7,"Fitter 5","Distributor 2",10
6049,2025-09-10,7,"Fitter 1","Distributor 1",25
6050,2025-03-12,5,"Fitter 3","Distributor 2",14
6052,2025-03-24,4,"Fitter 4","Distributor 3",11
6056,2025-08-02,5,"Fitter 2","Distributor 1",34
6057,2025-05-17,1,"Fitter 2","Distributor 2",38
6061,2025-07-18,2,"Fitter 4","Distributor 2",23
6064,2025-11-09,4,"Fitter 3","Distributor 1",47
6065,2025-12-07,1,"Fitter 3","Distributor 2",46
6069,2025-11-12,6,"Fitter 2","Distributor 2",37
6070,2025-07-13,3,"Fitter 3","Distributor 2",12
6071,2025-05-31,5,"Fitter 4","Distributor 1",30
6073,2025-12-26,3,"Fitter 1","Distributor 3",11
6077,2025-06-23,7,"Fitter 5","Distributor 1",43
6078,2025-02-16,1,"Fitter 3","Distributor 1",31
6080,2025-11-08,6,"Fitter 2","Distributor 1",44
6081,2025-06-14,1,"Fitter 1","Distributor 2",38
6084,2025-12-31,2,"Fitter 4","Distributor 3",15
6087,2025-07-11,5,"Fitter 3","Distributor 2",44
6088,2025-09-20,4,"Fitter 4","Distributor 3",22
6090,2025-02-18,5,"Fitter 5","Distributor 3",26
6091,2025-01-15,3,"Fitter 1","Distributor 3",45
6092,2025-07-11,1,"Fitter 4","Distributor 1",48
6097,2026-01-05,1,"Fitter 5","Distributor 2",39
6098,2025-07-08,5,"Fitter 1","Distributor 2",22
6100,2025-05-23,4,"Fitter 1","Distributor 3",31
6101,2025-01-14,2,"Fitter 2","Distributor 3",46
6102,2025-04-10,5,"Fitter 1","Distributor 3",38
6104,2025-09-13,2,"Fitter 3","Distributor 3",16
6106,2025-02-02,6,"Fitter 4","Distributor 3",18
6107,2025-12-24,1,"Fitter 2","Distributor 2",37
6111,2025-06-19,7,"Fitter 3","Distributor 2",21
6113,2025-11-24,4,"Fitter 1","Distributor 1",49
6114,2025-10-21,2,"Fitter 4","Distributor 3",28
6117,2025-04-06,6,"Fitter 4","Distributor 2",33
6118,2025-08-24,3,"Fitter 3","Distributor 2",19
6119,2025-09-14,4,"Fitter 5","Distributor 2",23
6121,2025-08-02,7,"Fitter 1","Distributor 3",14
6122,2025-09-16,1,"Fitter 3","Distributor 1",32
6124,2025-06-02,2,"Fitter 4","Distributor 3",12
6126,2025-02-19,6,"Fitter 3","Distributor 3",19
6128,2026-01-04,5,"Fitter 4","Distributor 2",21
6132,2025-10-22,6,"Fitter 5","Distributor 2",23
6134,2025-04-21,7,"Fitter 5","Distributor 1",36
6136,2025-05-06,1,"Fitter 1","Distributor 1",22
6139,2025-03-10,3,"Fitter 4","Distributor 2",47
6142,2025-07-07,7,"Fitter 5","Distributor 3",23
6146,2025-05-11,7,"Fitter 1","Distributor 1",26
6147,2025-08-29,2,"Fitter 2","Distributor 2",26
6149,2025-11-30,4,"Fitter 1","Distributor 1",24
6150,2025-05-30,1,"Fitter 5","Distributor 2",22
6152,2025-04-21,3,"Fitter 1","Distributor 2",17
6154,2025-12-26,1,"Fitter 3","Distributor 2",26
6158,2025-07-03,2,"Fitter 4","Distributor 3",37
6161,2025-01-17,4,"Fitter 4","Distributor 2",32
6162,2025-04-11,6,"Fitter 3","Distributor 1",27
6163,2025-07-17,6,"Fitter 2","Distributor 2",16
6165,2025-09-01,4,"Fitter 3","Distributor 2",47
6166,2025-12-18,6,"Fitter 4","Distributor 3",41
6167,2025-08-12,7,"Fitter 2","Distributor 3",34
6170,2025-09-02,5,"Fitter 2","Distributor 3",42
6172,2025-06-12,3,"Fitter 5","Distributor 1",10
6178,2025-01-19,4,"Fitter 1","Distributor 1",40
6181,2026-01-06,3,"Fitter 2","Distributor 1",14
6182,2025-01-12,7,"Fitter 4","Distributor 1",28
6184,2025-02-22,2,"Fitter 4","Distributor 1",30
6186,2025-08-11,4,"Fitter 2","Distributor 2",44
6188,2025-10-10,4,"Fitter 1","Distributor 2",45
6189,2025-03-07,2,"Fitter 4","Distributor 2",49
6191,2025-02-19,5,"Fitter 4","Distributor 1",34
6193,2025-02-13,5,"Fitter 2","Distributor 1",35
6195,2025-08-14,6,"Fitter 1","Distributor 1",47
6199,2025-08-11,5,"Fitter 4","Distributor 1",18
6200,2025-06-10,7,"Fitter 2","Distributor 1",16
6202,2025-09-06,1,"Fitter 1","Distributor 2",43
6205,2025-09-14,2,"Fitter 4","Distributor 3",18
6206,2025-05-30,1,"Fitter 4","Distributor 2",39
6207,2025-08-17,7,"Fitter 1","Distributor 1",34
6209,2025-11-18,1,"Fitter 1","Distributor 1",29
6211,2025-02-08,7,"Fitter 1","Distributor 1",30
6212,2025-11-15,6,"Fitter 1","Distributor 2",27
6216,2025-01-14,6,"Fitter 1","Distributor 1",25
6217,2025-07-24,4,"Fitter 2","Distributor 1",27
6219,2025-07-31,4,"Fitter 5","Distributor 2",10
6220,2025-06-22,2,"Fitter 2","Distributor 1",17
6221,2025-08-06,4,"Fitter 4","Distributor 1",38
